"Table 1.7 Occupational projections, 2016-26, and worker characteristics, 2016
"Counselors, social workers, and other community and social service specialists",21-1000,Summary,"2,126.4","2,463.9",337.5,15.9,2.9,274.4," $43,860 ",—,—,—
Counselors,21-1010,Summary,744.5,870.7,126.3,17.0,5.7,95.1," $46,740 ",—,—,—
Substance abuse and behavioral disorder counselors,21-1011,Line item,102.4,126.2,23.8,23.2,7.8,14.1, — ,Bachelor's degree,None,None
"Educational, guidance, school, and vocational counselors",21-1012,Line item,291.7,328.4,36.7,12.6,3.0,35.3," $55,410 ",Master's degree,None,None
Marriage and family therapists,21-1013,Line item,41.5,51.2,9.7,23.4,7.5,5.7," $48,790 ",Master's degree,None,Internship/residency
Mental health counselors,21-1014,Line item,157.7,194.2,36.5,23.1,8.0,21.6, — ,Master's degree,None,Internship/residency
Rehabilitation counselors,21-1015,Line item,119.3,134.4,15.1,12.7,6.9,14.5," $34,860 ",Master's degree,None,None
"Counselors, all other",21-1019,Line item,31.8,36.3,4.5,14.3,5.5,3.9," $43,370 ",Master's degree,None,None
Social workers,21-1020,Summary,682.1,791.8,109.7,16.1,2.4,84.3," $47,980 ",—,—,—
"Child, family, and school social workers",21-1021,Line item,317.6,362.6,45.0,14.2,2.0,38.3," $44,380 ",Bachelor's degree,None,None
Healthcare social workers,21-1022,Line item,176.5,212.0,35.4,20.1,3.3,22.9," $54,870 ",Master's degree,None,Internship/residency
Mental health and substance abuse social workers,21-1023,Line item,123.9,147.9,23.9,19.3,3.0,15.9," $43,250 ",Master's degree,None,Internship/residency
"Social workers, all other",21-1029,Line item,64.0,69.3,5.3,8.3,1.0,7.2," $61,980 ",Bachelor's degree,None,None
Miscellaneous community and social service specialists,21-1090,Summary,699.9,801.4,101.5,14.5,0.4,95.0," $37,670 ",—,—,—
Health educators,21-1091,Line item,61.0,69.9,8.8,14.5,—,8.7," $53,940 ",Bachelor's degree,None,None
Probation officers and correctional treatment specialists,21-1092,Line item,91.3,96.5,5.2,5.7,—,8.3," $51,410 ",Bachelor's degree,None,Short-term on-the-job training
Social and human service assistants,21-1093,Line item,389.8,453.6,63.9,16.4,0.7,55.4," $33,120 ",High school diploma or equivalent,None,Short-term on-the-job training
Community health workers,21-1094,Line item,57.5,67.8,10.4,18.1,—,8.5," $38,370 ",High school diploma or equivalent,None,Short-term on-the-job training
"Community and social service specialists, all other",21-1099,Line item,100.3,113.5,13.2,13.2,—,14.1," $41,570 ",Bachelor's degree,None,None
Religious workers,21-2000,Summary,444.2,478.7,34.4,7.7,1.2,56.3," $43,410 ",—,—,—
Clergy,21-2011,Line item,243.9,263.8,19.9,8.2,0.6,29.2," $47,100 ",Bachelor's degree,None,Moderate-term on-the-job training
"Directors, religious activities and education",21-2021,Line item,147.1,157.5,10.4,7.1,2.5,19.4," $38,980 ",Bachelor's degree,Less than 5 years,None
"Religious workers, all other",21-2099,Line item,53.2,57.3,4.1,7.7,—,7.7," $29,310 ",Bachelor's degree,None,None
Legal occupations,23-0000,Summary,"1,283.3","1,399.5",116.2,9.1,14.4,90.8," $80,080 ",—,—,—
"Lawyers, judges, and related workers",23-1000,Summary,858.2,926.9,68.7,8.0,19.0,44.0," $116,210 ",—,—,—
Lawyers and judicial law clerks,23-1010,Summary,806.5,872.3,65.7,8.2,20.1,41.5," $117,020 ",—,—,—
Lawyers,23-1011,Line item,792.5,857.5,65.0,8.2,20.4,40.7," $119,250 ",Doctoral or professional degree,None,None
Judicial law clerks,23-1012,Line item,14.0,14.8,0.8,5.5,—,0.8," $51,330 ",Doctoral or professional degree,None,None
"Judges, magistrates, and other judicial workers",23-1020,Summary,51.7,54.7,3.0,5.8,2.4,2.5," $105,840 ",—,—,—
"Administrative law judges, adjudicators, and hearing officers",23-1021,Line item,15.4,16.0,0.6,4.0,—,0.7," $94,790 ",Doctoral or professional degree,5 years or more,Short-term on-the-job training
"Arbitrators, mediators, and conciliators",23-1022,Line item,7.8,8.7,0.8,10.4,15.5,0.4," $60,670 ",Bachelor's degree,Less than 5 years,Moderate-term on-the-job training
"Judges, magistrate judges, and magistrates",23-1023,Line item,28.4,30.0,1.6,5.6,—,1.4," $133,840 ",Doctoral or professional degree,5 years or more,Short-term on-the-job training
Legal support workers,23-2000,Summary,425.1,472.6,47.5,11.2,5.2,46.8," $50,630 ",—,—,—
Paralegals and legal assistants,23-2011,Line item,285.6,327.4,41.8,14.6,1.9,34.7," $50,410 ",Associate's degree,None,None
Miscellaneous legal support workers,23-2090,Summary,139.5,145.1,5.6,4.0,12.1,12.1," $51,290 ",—,—,—
Court reporters,23-2091,Line item,19.6,20.3,0.7,3.4,7.0,1.7," $55,120 ",Postsecondary nondegree award,None,Short-term on-the-job training
"Title examiners, abstractors, and searchers",23-2093,Line item,69.0,72.0,3.0,4.4,17.0,6.0," $46,850 ",High school diploma or equivalent,None,Moderate-term on-the-job training
"Legal support workers, all other",23-2099,Line item,50.9,52.8,1.9,3.8,7.5,4.4," $56,120 ",Associate's degree,None,None
"Education, training, and library occupations",25-0000,Summary,"9,426.5","10,315.4",888.9,9.4,1.9,918.5," $48,740 ",—,—,—
Postsecondary teachers,25-1000,Summary,"1,871.4","2,108.3",236.9,12.7,0.3,172.4," $67,140 ",—,—,—
"Business teachers, postsecondary",25-1011,Line item,104.2,123.0,18.9,18.1,0.3,10.4," $80,300 ",Doctoral or professional degree,None,None
"Math and computer teachers, postsecondary",25-1020,Summary,100.6,109.4,8.8,8.8,0.2,8.7," $73,780 ",—,—,—
"Computer science teachers, postsecondary",25-1021,Line item,39.7,42.9,3.2,8.1,0.3,3.4," $78,630 ",Doctoral or professional degree,None,None
"Mathematical science teachers, postsecondary",25-1022,Line item,60.9,66.6,5.6,9.2,0.2,5.3," $70,910 ",Doctoral or professional degree,None,None
"Engineering and architecture teachers, postsecondary",25-1030,Summary,57.1,65.0,7.9,13.9,0.2,5.4," $95,550 ",—,—,—
"Architecture teachers, postsecondary",25-1031,Line item,9.5,10.5,1.0,10.6,—,0.8," $80,050 ",Doctoral or professional degree,None,None
"Engineering teachers, postsecondary",25-1032,Line item,47.6,54.6,6.9,14.6,0.2,4.5," $98,360 ",Doctoral or professional degree,None,None
"Life sciences teachers, postsecondary",25-1040,Summary,77.1,87.6,10.6,13.7,0.2,7.2," $79,710 ",—,—,—
"Agricultural sciences teachers, postsecondary",25-1041,Line item,12.6,13.6,0.9,7.5,—,1.1," $86,140 ",Doctoral or professional degree,None,None
"Biological science teachers, postsecondary",25-1042,Line item,62.3,71.7,9.4,15.2,0.3,6.0," $78,240 ",Doctoral or professional degree,None,None
"Forestry and conservation science teachers, postsecondary",25-1043,Line item,2.2,2.3,0.2,7.8,—,0.2," $87,420 ",Doctoral or professional degree,None,None
"Physical sciences teachers, postsecondary",25-1050,Summary,64.0,70.3,6.3,9.8,0.3,5.6," $81,230 ",—,—,—
"Atmospheric, earth, marine, and space sciences teachers, postsecondary",25-1051,Line item,13.1,14.4,1.3,9.5,—,1.2," $87,380 ",Doctoral or professional degree,None,None
"Chemistry teachers, postsecondary",25-1052,Line item,26.3,28.9,2.6,9.9,0.3,2.3," $77,190 ",Doctoral or professional degree,None,None
"Environmental science teachers, postsecondary",25-1053,Line item,6.9,7.6,0.7,9.6,—,0.6," $76,360 ",Doctoral or professional degree,None,None
"Physics teachers, postsecondary",25-1054,Line item,17.6,19.4,1.8,10.0,—,1.6," $87,340 ",Doctoral or professional degree,None,None
"Social sciences teachers, postsecondary",25-1060,Summary,141.3,158.0,16.7,11.8,0.3,12.9," $76,210 ",—,—,—
"Anthropology and archeology teachers, postsecondary",25-1061,Line item,7.1,7.8,0.7,10.0,—,0.6," $81,580 ",Doctoral or professional degree,None,None
"Area, ethnic, and cultural studies teachers, postsecondary",25-1062,Line item,11.5,12.7,1.2,10.5,—,1.0," $72,230 ",Doctoral or professional degree,None,None
"Economics teachers, postsecondary",25-1063,Line item,16.5,18.3,1.8,10.6,0.3,1.5," $98,350 ",Doctoral or professional degree,None,None
"Geography teachers, postsecondary",25-1064,Line item,5.0,5.4,0.4,8.4,—,0.4," $78,040 ",Doctoral or professional degree,None,None
"Political science teachers, postsecondary",25-1065,Line item,21.2,23.4,2.2,10.6,0.3,1.9," $81,430 ",Doctoral or professional degree,None,None
"Psychology teachers, postsecondary",25-1066,Line item,46.9,54.0,7.1,15.1,0.3,4.5," $73,770 ",Doctoral or professional degree,None,None
"Sociology teachers, postsecondary",25-1067,Line item,17.9,19.6,1.8,9.8,—,1.6," $73,080 ",Doctoral or professional degree,None,None
"Social sciences teachers, postsecondary, all other",25-1069,Line item,15.3,16.8,1.5,10.0,—,1.3," $64,480 ",Doctoral or professional degree,None,None
"Health teachers, postsecondary",25-1070,Summary,301.4,378.3,76.9,25.5,0.3,33.1," $88,410 ",—,—,—
"Health specialties teachers, postsecondary",25-1071,Line item,233.5,294.0,60.6,25.9,0.3,25.8," $97,870 ",Doctoral or professional degree,Less than 5 years,None
"Nursing instructors and teachers, postsecondary",25-1072,Line item,67.9,84.2,16.3,24.0,0.3,7.3," $71,260 ",Doctoral or professional degree,Less than 5 years,None
"Education and library science teachers, postsecondary",25-1080,Summary,80.5,88.8,8.2,10.2,0.3,7.2," $64,680 ",—,—,—
"Education teachers, postsecondary",25-1081,Line item,74.5,82.2,7.7,10.3,0.3,6.6," $64,020 ",Doctoral or professional degree,Less than 5 years,None
"Library science teachers, postsecondary",25-1082,Line item,6.0,6.5,0.5,9.0,—,0.5," $70,940 ",Doctoral or professional degree,None,None
"Law, criminal justice, and social work teachers, postsecondary",25-1110,Summary,53.4,59.6,6.2,11.7,0.3,4.8," $70,640 ",—,—,—
"Criminal justice and law enforcement teachers, postsecondary",25-1111,Line item,17.3,19.4,2.2,12.5,—,1.6," $60,400 ",Doctoral or professional degree,None,None
"Law teachers, postsecondary",25-1112,Line item,21.2,23.8,2.6,12.3,0.5,1.9," $104,910 ",Doctoral or professional degree,Less than 5 years,None
"Social work teachers, postsecondary",25-1113,Line item,14.9,16.3,1.5,9.9,—,1.3," $64,370 ",Doctoral or professional degree,None,None
"Arts, communications, and humanities teachers, postsecondary",25-1120,Summary,334.9,372.2,37.3,11.1,0.3,30.2," $66,940 ",—,—,—
"Art, drama, and music teachers, postsecondary",25-1121,Line item,122.5,137.2,14.7,12.0,0.4,11.2," $66,930 ",Master's degree,None,None
"Communications teachers, postsecondary",25-1122,Line item,34.1,37.5,3.4,10.0,0.3,3.0," $66,510 ",Doctoral or professional degree,None,None
"English language and literature teachers, postsecondary",25-1123,Line item,84.6,92.9,8.3,9.8,0.2,7.5," $64,910 ",Doctoral or professional degree,None,None
"Foreign language and literature teachers, postsecondary",25-1124,Line item,35.0,39.1,4.1,11.9,0.4,3.2," $65,010 ",Doctoral or professional degree,None,None
"History teachers, postsecondary",25-1125,Line item,26.9,29.7,2.8,10.3,0.3,2.4," $72,690 ",Doctoral or professional degree,None,None
"Philosophy and religion teachers, postsecondary",25-1126,Line item,31.8,35.7,3.9,12.3,0.5,2.9," $69,590 ",Doctoral or professional degree,None,None
Miscellaneous postsecondary teachers,25-1190,Summary,557.0,596.1,39.1,7.0,0.2,47.0," $49,690 ",—,—,—
Graduate teaching assistants,25-1191,Line item,168.3,181.2,12.9,7.7,0.1,14.4," $32,460 ",Bachelor's degree,None,None
"Home economics teachers, postsecondary",25-1192,Line item,3.5,3.8,0.3,7.8,—,0.3," $71,630 ",Master's degree,None,None
"Recreation and fitness studies teachers, postsecondary",25-1193,Line item,20.6,22.6,2.0,9.7,—,1.8," $60,150 ",Doctoral or professional degree,None,None
"Vocational education teachers, postsecondary",25-1194,Line item,128.0,129.8,1.7,1.4,0.4,9.8," $51,600 ",Bachelor's degree,Less than 5 years,None
"Postsecondary teachers, all other",25-1199,Line item,236.5,258.7,22.2,9.4,0.2,20.7," $64,480 ",Doctoral or professional degree,None,None
"Preschool, primary, secondary, and special education school teachers",25-2000,Summary,"4,264.8","4,598.7",333.8,7.8,0.1,358.7," $55,790 ",—,—,—
Preschool and kindergarten teachers,25-2010,Summary,633.0,695.3,62.3,9.8,0.8,70.3," $33,540 ",—,—,—
"Preschool teachers, except special education",25-2011,Line item,478.5,528.6,50.1,10.5,1.0,53.6," $28,990 ",Associate's degree,None,None
"Kindergarten teachers, except special education",25-2012,Line item,154.4,166.7,12.3,7.9,0.2,16.7," $54,230 ",Bachelor's degree,None,None
Elementary and middle school teachers,25-2020,Summary,"2,053.9","2,206.2",152.3,7.4,—,164.4," $57,350 ",—,—,—
"Elementary school teachers, except special education",25-2021,Line item,"1,410.9","1,514.9",104.1,7.4,—,112.8," $57,160 ",Bachelor's degree,None,None
"Middle school teachers, except special and career/technical education",25-2022,Line item,630.3,677.7,47.3,7.5,—,50.5," $57,720 ",Bachelor's degree,None,None
"Career/technical education teachers, middle school",25-2023,Line item,12.7,13.6,0.9,7.3,—,1.0," $58,630 ",Bachelor's degree,Less than 5 years,None
Secondary school teachers,25-2030,Summary,"1,097.4","1,179.2",81.8,7.5,—,85.5," $59,130 ",—,—,—
"Secondary school teachers, except special and career/technical education",25-2031,Line item,"1,018.7","1,095.5",76.8,7.5,—,79.5," $59,170 ",Bachelor's degree,None,None
"Career/technical education teachers, secondary school",25-2032,Line item,78.7,83.7,5.0,6.4,—,6.0," $58,660 ",Bachelor's degree,Less than 5 years,None
Special education teachers,25-2050,Summary,480.6,517.9,37.3,7.8,—,38.5," $58,710 ",—,—,—
"Special education teachers, preschool",25-2051,Line item,29.2,32.5,3.3,11.2,—,2.5," $53,640 ",Bachelor's degree,None,None
"Special education teachers, kindergarten and elementary school",25-2052,Line item,188.9,202.8,13.9,7.4,—,15.0," $58,600 ",Bachelor's degree,None,None
"Special education teachers, middle school",25-2053,Line item,89.3,95.7,6.3,7.1,—,7.1," $59,510 ",Bachelor's degree,None,None
"Special education teachers, secondary school",25-2054,Line item,131.9,141.6,9.7,7.4,—,10.5," $60,180 ",Bachelor's degree,None,None
"Special education teachers, all other",25-2059,Line item,41.3,45.4,4.1,9.8,—,3.4," $54,800 ",Bachelor's degree,None,None
Other teachers and instructors,25-3000,Summary,"1,416.2","1,568.2",152.0,10.7,11.0,176.0," $32,460 ",—,—,—
Adult basic and secondary education and literacy teachers and instructors,25-3011,Line item,68.2,64.7,-3.4,-5.1,7.8,6.8," $52,100 ",Bachelor's degree,None,None
Self-enrichment education teachers,25-3021,Line item,354.2,411.6,57.4,16.2,19.8,47.0," $38,440 ",High school diploma or equivalent,Less than 5 years,None
"Teachers and instructors, all other",25-3099,Line item,993.9,"1,091.8",98.0,9.9,8.1,122.2," $30,310 ",Bachelor's degree,None,None
"Librarians, curators, and archivists",25-4000,Summary,268.4,293.9,25.6,9.5,0.2,32.6," $47,380 ",—,—,—
"Archivists, curators, and museum technicians",25-4010,Summary,31.0,35.1,4.2,13.5,1.4,3.7," $47,360 ",—,—,—
Archivists,25-4011,Line item,6.8,7.8,1.0,14.3,1.3,0.8," $51,760 ",Master's degree,None,None
Curators,25-4012,Line item,12.4,14.1,1.7,14.0,1.6,1.5," $53,770 ",Master's degree,None,None
Museum technicians and conservators,25-4013,Line item,11.8,13.3,1.5,12.4,1.4,1.4," $40,670 ",Bachelor's degree,None,None
Librarians,25-4021,Line item,138.2,150.6,12.4,8.9,—,14.5," $58,520 ",Master's degree,None,None
Library technicians,25-4031,Line item,99.2,108.2,9.0,9.1,—,14.4," $33,690 ",Postsecondary nondegree award,None,None
"Other education, training, and library occupations",25-9000,Summary,"1,605.7","1,746.4",140.7,8.8,0.6,178.8," $28,320 ",—,—,—
Audio-visual and multimedia collections specialists,25-9011,Line item,11.3,12.3,1.0,8.9,2.2,1.1," $48,590 ",Bachelor's degree,Less than 5 years,None
Farm and home management advisors,25-9021,Line item,10.4,11.2,0.8,7.5,1.4,1.0," $49,510 ",Master's degree,None,None
Instructional coordinators,25-9031,Line item,163.2,180.4,17.2,10.5,3.5,16.9," $63,750 ",Master's degree,5 years or more,None
Teacher assistants,25-9041,Line item,"1,308.1","1,417.6",109.5,8.4,0.1,147.9," $26,260 ","Some college, no degree",None,None
"Education, training, and library workers, all other",25-9099,Line item,112.7,124.9,12.2,10.8,2.8,11.7," $43,140 ",Bachelor's degree,None,None
"Arts, design, entertainment, sports, and media occupations",27-0000,Summary,"2,772.9","2,941.0",168.1,6.1,25.2,288.9," $48,230 ",—,—,—
Art and design workers,27-1000,Summary,833.7,867.4,33.7,4.0,29.1,78.2," $45,250 ",—,—,—
Artists and related workers,27-1010,Summary,217.4,231.6,14.2,6.5,58.2,18.9," $74,090 ",—,—,—
Art directors,27-1011,Line item,90.3,95.2,4.9,5.4,59.4,7.7," $92,500 ",Bachelor's degree,5 years or more,None
Craft artists,27-1012,Line item,12.5,13.1,0.5,4.3,59.9,1.1," $34,940 ",No formal educational credential,None,Long-term on-the-job training
"Fine artists, including painters, sculptors, and illustrators",27-1013,Line item,28.0,29.9,1.9,6.6,58.6,2.4," $49,520 ",Bachelor's degree,None,Long-term on-the-job training
Multimedia artists and animators,27-1014,Line item,73.7,79.9,6.2,8.4,59.0,6.6," $70,530 ",Bachelor's degree,None,None
"Artists and related workers, all other",27-1019,Line item,12.8,13.5,0.7,5.5,42.8,1.1," $63,540 ",No formal educational credential,None,Long-term on-the-job training
Designers,27-1020,Summary,616.3,635.8,19.5,3.2,18.8,59.3," $41,480 ",—,—,—
Commercial and industrial designers,27-1021,Line item,39.7,41.4,1.8,4.4,19.2,3.9," $65,970 ",Bachelor's degree,None,None
Fashion designers,27-1022,Line item,23.8,24.4,0.6,2.6,19.2,2.3," $67,420 ",Bachelor's degree,None,None
Floral designers,27-1023,Line item,55.0,51.4,-3.5,-6.4,19.1,4.5," $26,350 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Graphic designers,27-1024,Line item,266.3,277.4,11.1,4.2,18.2,26.0," $48,700 ",Bachelor's degree,None,None
Interior designers,27-1025,Line item,66.5,69.5,2.9,4.4,18.9,6.5," $51,500 ",Bachelor's degree,None,None
Merchandise displayers and window trimmers,27-1026,Line item,141.4,146.0,4.6,3.2,19.4,13.6," $27,680 ",High school diploma or equivalent,None,Short-term on-the-job training
Set and exhibit designers,27-1027,Line item,14.6,16.1,1.5,10.3,18.2,1.6," $53,090 ",Bachelor's degree,None,None
"Designers, all other",27-1029,Line item,9.0,9.5,0.5,5.8,18.8,0.9," $55,930 ",Bachelor's degree,None,None
"Entertainers and performers, sports and related workers",27-2000,Summary,801.9,881.6,79.6,9.9,21.0,99.8," $42,010 ",—,—,—
"Actors, producers, and directors",27-2010,Summary,198.5,222.4,23.8,12.0,19.2,21.4," $62,760 ",—,—,—
Actors,27-2011,Line item,63.8,71.2,7.4,11.6,25.8,7.4, — ,"Some college, no degree",None,Long-term on-the-job training
Producers and directors,27-2012,Line item,134.7,151.2,16.5,12.2,16.0,14.1," $71,620 ",Bachelor's degree,Less than 5 years,None
"Athletes, coaches, umpires, and related workers",27-2020,Summary,309.0,347.2,38.2,12.3,10.1,46.9," $32,200 ",—,—,—
Athletes and sports competitors,27-2021,Line item,11.8,12.7,0.9,7.5,14.8,1.7," $51,370 ",No formal educational credential,None,Long-term on-the-job training
Coaches and scouts,27-2022,Line item,276.1,311.7,35.7,12.9,10.0,42.1," $32,270 ",Bachelor's degree,None,None
"Umpires, referees, and other sports officials",27-2023,Line item,21.1,22.7,1.6,7.6,8.8,3.0," $26,800 ",High school diploma or equivalent,None,Moderate-term on-the-job training
Dancers and choreographers,27-2030,Summary,20.4,21.2,0.8,4.0,26.7,2.8," $35,680 ",—,—,—
Dancers,27-2031,Line item,13.5,14.1,0.6,4.6,26.8,1.9, — ,No formal educational credential,None,Long-term on-the-job training
Choreographers,27-2032,Line item,6.9,7.1,0.2,2.8,26.4,0.9," $48,420 ",High school diploma or equivalent,5 years or more,Long-term on-the-job training
"Musicians, singers, and related workers",27-2040,Summary,247.3,261.9,14.7,5.9,32.4,25.5, — ,—,—,—
Music directors and composers,27-2041,Line item,74.8,79.1,4.3,5.7,25.8,7.7," $50,590 ",Bachelor's degree,Less than 5 years,None
Musicians and singers,27-2042,Line item,172.4,182.8,10.4,6.0,35.3,17.8, — ,No formal educational credential,None,Long-term on-the-job training
"Entertainers and performers, sports and related workers, all other",27-2099,Line item,26.7,28.9,2.2,8.1,50.2,3.2, — ,No formal educational credential,None,Short-term on-the-job training
Media and communication workers,27-3000,Summary,774.8,818.0,43.2,5.6,21.0,78.2," $56,340 ",—,—,—
Announcers,27-3010,Summary,52.7,48.2,-4.5,-8.5,29.8,4.3," $31,500 ",—,—,—
Radio and television announcers,27-3011,Line item,41.3,36.5,-4.8,-11.6,29.8,3.2," $32,450 ",Bachelor's degree,None,None
Public address system and other announcers,27-3012,Line item,11.4,11.7,0.3,2.5,29.8,1.1," $28,440 ",High school diploma or equivalent,None,Short-term on-the-job training
"News analysts, reporters and correspondents",27-3020,Summary,50.4,45.9,-4.5,-8.9,11.3,4.2," $40,910 ",—,—,—
Broadcast news analysts,27-3021,Line item,5.7,5.6,0.0,-0.4,11.1,0.5," $62,910 ",Bachelor's degree,None,None
Reporters and correspondents,27-3022,Line item,44.7,40.2,-4.5,-10.0,11.3,3.7," $39,370 ",Bachelor's degree,None,None
Public relations specialists,27-3031,Line item,259.6,282.6,22.9,8.8,2.5,28.2," $59,300 ",Bachelor's degree,None,None
Writers and editors,27-3040,Summary,311.0,324.9,13.9,4.5,35.7,30.3," $62,720 ",—,—,—
Editors,27-3041,Line item,127.4,125.6,-1.8,-1.4,20.0,12.0," $58,770 ",Bachelor's degree,Less than 5 years,None
Technical writers,27-3042,Line item,52.4,58.1,5.7,11.0,3.1,5.7," $70,930 ",Bachelor's degree,Less than 5 years,Short-term on-the-job training
Writers and authors,27-3043,Line item,131.2,141.2,10.0,7.6,63.9,12.6," $61,820 ",Bachelor's degree,None,Long-term on-the-job training
Miscellaneous media and communication workers,27-3090,Summary,101.1,116.4,15.3,15.1,23.5,11.2," $47,360 ",—,—,—
Interpreters and translators,27-3091,Line item,68.2,80.3,12.1,17.7,21.6,7.8," $47,190 ",Bachelor's degree,None,None
"Media and communication workers, all other",27-3099,Line item,32.9,36.2,3.3,9.9,27.6,3.4," $47,900 ",High school diploma or equivalent,None,Short-term on-the-job training
Media and communication equipment workers,27-4000,Summary,362.5,374.1,11.6,3.2,34.4,32.7," $45,570 ",—,—,—
Broadcast and sound engineering technicians and radio operators,27-4010,Summary,135.3,146.0,10.7,7.9,9.7,13.7," $42,660 ",—,—,—
Audio and video equipment technicians,27-4011,Line item,83.3,94.0,10.7,12.9,9.4,9.0," $42,190 ",Postsecondary nondegree award,None,Short-term on-the-job training
Broadcast technicians,27-4012,Line item,34.0,32.9,-1.1,-3.2,10.2,2.9," $39,060 ",Associate's degree,None,Short-term on-the-job training
Radio operators,27-4013,Line item,0.9,0.9,0.0,-1.0,—,0.1," $44,330 ",High school diploma or equivalent,None,Short-term on-the-job training
Sound engineering technicians,27-4014,Line item,17.0,18.1,1.1,6.3,10.8,1.7," $55,810 ",Postsecondary nondegree award,None,Short-term on-the-job training
Photographers,27-4021,Line item,147.3,139.0,-8.3,-5.6,68.2,10.3," $32,490 ",High school diploma or equivalent,None,Long-term on-the-job training
"Television, video, and motion picture camera operators and editors",27-4030,Summary,59.3,66.9,7.6,12.7,15.9,6.6," $58,210 ",—,—,—
"Camera operators, television, video, and motion picture",27-4031,Line item,25.1,26.9,1.8,7.0,15.3,2.6," $53,550 ",Bachelor's degree,None,None
Film and video editors,27-4032,Line item,34.2,40.0,5.8,17.0,16.3,4.0," $61,180 ",Bachelor's degree,None,None
"Media and communication equipment workers, all other",27-4099,Line item,20.6,22.2,1.6,7.9,7.8,2.1," $79,500 ",High school diploma or equivalent,None,Short-term on-the-job training
Healthcare practitioners and technical occupations,29-0000,Summary,"8,751.5","10,088.1","1,336.6",15.3,2.7,625.1," $64,770 ",—,—,—
Health diagnosing and treating practitioners,29-1000,Summary,"5,485.4","6,380.0",894.6,16.3,3.8,355.8," $79,480 ",—,—,—
Chiropractors,29-1011,Line item,47.4,53.3,5.9,12.5,30.1,1.8," $68,640 ",Doctoral or professional degree,None,None
Dentists,29-1020,Summary,153.5,182.8,29.3,19.1,19.3,7.3," $158,120 ",—,—,—
"Dentists, general",29-1021,Line item,132.8,158.5,25.7,19.4,19.6,6.4," $151,440 ",Doctoral or professional degree,None,None
Oral and maxillofacial surgeons,29-1022,Line item,6.8,8.1,1.3,19.1,19.8,0.3," >=$208,000 ",Doctoral or professional degree,None,Internship/residency
Orthodontists,29-1023,Line item,6.6,7.8,1.3,19.3,19.9,0.3," >=$208,000 ",Doctoral or professional degree,None,Internship/residency
Prosthodontists,29-1024,Line item,0.9,1.1,0.2,19.1,19.9,0.0," $185,150 ",Doctoral or professional degree,None,Internship/residency
"Dentists, all other specialists",29-1029,Line item,6.4,7.3,0.9,13.3,12.6,0.3," $190,840 ",Doctoral or professional degree,None,Internship/residency
Dietitians and nutritionists,29-1031,Line item,68.0,77.9,9.9,14.6,6.4,5.4," $59,410 ",Bachelor's degree,None,Internship/residency
Optometrists,29-1041,Line item,40.2,47.4,7.2,17.9,8.5,2.0," $110,300 ",Doctoral or professional degree,None,None
Pharmacists,29-1051,Line item,312.5,329.9,17.4,5.6,1.0,15.3," $124,170 ",Doctoral or professional degree,None,None
Physicians and surgeons,29-1060,Summary,713.8,805.2,91.4,12.8,6.7,28.6," >=$208,000 ",—,—,—
Anesthesiologists,29-1061,Line item,33.0,38.1,5.1,15.4,7.7,1.4," >=$208,000 ",Doctoral or professional degree,None,Internship/residency
Family and general practitioners,29-1062,Line item,134.8,154.1,19.2,14.3,7.0,5.6," $198,740 ",Doctoral or professional degree,None,Internship/residency
"Internists, general",29-1063,Line item,49.8,57.0,7.3,14.6,7.4,2.1," $192,930 ",Doctoral or professional degree,None,Internship/residency
Obstetricians and gynecologists,29-1064,Line item,21.7,25.0,3.4,15.5,7.6,0.9," >=$208,000 ",Doctoral or professional degree,None,Internship/residency
"Pediatricians, general",29-1065,Line item,29.6,34.1,4.6,15.4,7.5,1.3," $172,650 ",Doctoral or professional degree,None,Internship/residency
Psychiatrists,29-1066,Line item,27.5,30.6,3.1,11.2,6.1,1.1," >=$208,000 ",Doctoral or professional degree,None,Internship/residency
Surgeons,29-1067,Line item,45.0,51.5,6.5,14.4,7.6,1.9," >=$208,000 ",Doctoral or professional degree,None,Internship/residency
"Physicians and surgeons, all other",29-1069,Line item,372.4,414.7,42.3,11.4,6.2,14.3," >=$208,000 ",Doctoral or professional degree,None,Internship/residency
Physician assistants,29-1071,Line item,106.2,145.9,39.6,37.3,0.1,10.6," $104,860 ",Master's degree,None,None
Podiatrists,29-1081,Line item,11.0,12.2,1.1,10.3,7.4,0.7," $127,740 ",Doctoral or professional degree,None,Internship/residency
Therapists,29-1120,Summary,723.0,888.0,165.0,22.8,7.5,53.3," $76,530 ",—,—,—
Occupational therapists,29-1122,Line item,130.4,161.4,31.0,23.8,6.5,10.2," $83,200 ",Master's degree,None,None
Physical therapists,29-1123,Line item,239.8,306.9,67.1,28.0,7.1,17.7," $86,850 ",Doctoral or professional degree,None,None
Radiation therapists,29-1124,Line item,19.1,21.5,2.4,12.8,6.3,1.2," $80,570 ",Associate's degree,None,None
Recreational therapists,29-1125,Line item,19.2,20.5,1.3,6.5,0.5,1.2," $47,680 ",Bachelor's degree,None,None
Respiratory therapists,29-1126,Line item,130.2,160.6,30.5,23.4,0.3,9.8," $59,710 ",Associate's degree,None,None
Speech-language pathologists,29-1127,Line item,145.1,171.0,25.9,17.8,4.8,10.4," $76,610 ",Master's degree,None,Internship/residency
Exercise physiologists,29-1128,Line item,15.1,17.1,2.0,13.1,52.8,1.1," $49,090 ",Bachelor's degree,None,None
